29124.16,41260.72,36501.84,33371.48,34129.68,22991.68,37343.58333,13960.79167,13199.6087,16906.58333,39478.4,22115.41667,1814.949401,2026.513411,1814.949401,1066.645359,4469.554441,1423.443484,16,14,13,20,14,13,9,9,12,4,9,12,311845.3389,101400,490336.0847,79000,189261.206,107900.7587,34747.74562,51760.23257,17056.12865,24116.75,88490.25,38089.18449,28344.59091,45449.31818,38795.40909,29596.22727,28458.59091,22036,1120.847962,1371.222963,1086.305556,1549.020311,1549.020311,967.8116251,1221.916373,2115.871199,1914.309925,1032.190006,4452.048026,1022.483387
31421.16,38521.52,31670.48,40241.24,34983.32,33525.4,15593.5,34354.88,25261.52,23187.73913,40891.48,31436.27273,1924.731352,2342.222411,1924.731352,1289.689155,1821.58076,1015.922776,13,13,13,14,16,13,12,12,12,9,9,12,78300,166491.2383,387972.715,109829.6125,256081.7377,114701.2532,21301.75,16219,17006.25,27203.29131,75306.5,15669.70787,33859.90909,41860.63636,32465.68182,41601.36364,32786.18182,34006.13636,574.1944444,615.6666667,1599.361111,2469.226667,2469.226667,967.8116251,2056.44611,2577.661831,1969.100022,1205.436475,1849.967188,1797.099493
41490.88,26204.28,23429.48,32919.04,33160.52,33528.72,8837.391304,62299.36,32219.08,35559.21739,36056.2,16956.16667,1146.618362,1171.951014,1146.618362,757.265714,1828.965922,1697.584949,14,13,13,20,16,16,9,12,12,4,9,9,283707.4844,78300,90003.5207,79000,211473.9173,285448.4557,13892.6393,12654.005,20668.20787,16122.59466,85905,17978.84508,41145.40909,27965.86364,24706.90909,28887.22727,32877.40909,34318.63636,7043.608148,553.2777778,617.9166667,1595.117085,1595.117085,905.5449321,3729.535022,1256.315546,1218.714048,697.4191875,1923.892475,1715.394885
33394.36,30775.48,27573,27754.84,32077.32,47582.6,35384.45833,25586.92,24284.6,32042.64,23167.09091,39834.4,1512.878921,1371.467429,1512.878921,709.5242412,1846.923083,1618.21289,16,13,13,13,14,13,9,12,12,12,9,12,178200,78300,270996.1084,187486.1887,234160.2433,237549.9577,32737.86395,20519.84659,24031.05111,22726.0831,41254.53025,60327.88333,34747.68182,32609.54545,28380.45455,27448.68182,31134.63636,49980.22727,776.2722048,889.9166667,1250.416667,967.8116251,967.8116251,967.8116251,2788.949289,1437.133442,1548.669229,691.0751424,1423.326533,2739.881976
30681.84,28496.32,56917.64,31662.12,39937.12,35525.48,51377.20833,28490.56522,14836.45833,25243.16667,23587.91667,48473.28,3754.459481,1949.066286,3754.459481,1026.457674,2186.487034,2527.233534,16,16,13,16,14,12,9,9,12,9,9,12,273235.7616,312856.955,298991.8738,301921.8694,167760.9085,392602.9495,9448.148955,33216,41530.31757,53559.97449,15083.11889,18402.01071,29952.95455,28999.13636,59896.45455,32124.63636,42003.31818,25579.72727,1156.787356,816.8479624,2368.861111,921.7368513,921.7368513,7002.739583,2227.373816,2103.459693,3943.404713,1033.937733,2240.705165,1420.043968
30458.8,31318.04,43555,33946.48,25436.04,38064.64,20363.625,46500.43478,19125.41667,34217.70833,23728.56,23444.4,2364.208199,1557.848073,2364.208199,1061.739511,1358.698714,2089.967442,14,16,13,13,14,13,9,9,12,12,9,12,273068.0464,178200,98301.42947,78300,117601.3984,177796.3542,65027.83145,20756.76206,17389.30654,27253.05243,43693.37506,20795.03717,28391.18182,30740.40909,45673.5,36798.86364,25225.36364,39164.36364,6589.211852,1142.454023,1781.055556,531.8611111,531.8611111,967.8116251,2229.074024,1614.492716,2443.729014,1099.587968,1289.229751,2109.619794
22032.72,44857.2,27338.08,38866.24,28537.56,28180.32,25822.33333,24740.3913,22230.29167,11736.95652,28246.4,39285.64,1488.075398,2639.109333,1488.075398,1091.894079,1509.11715,1972.602814,13,13,14,13,13,16,12,12,9,12,12,9,164703.2978,191395.7687,262018.7471,295892.7318,246742.5656,310121.9376,12384.92354,32191.27057,20057.75,31814.09382,27958.84226,79966.96214,22559.59091,46276.40909,28456.68182,39550.04545,30628.77273,28792.45455,960.1944444,2316.916667,1439.543704,2267.083333,2267.083333,782.9792755,942.7174021,2683.044696,1494.693356,1007.951989,1640.413428,1429.926523
41189.36,51091.44,29030.44,26361.88,39010.48,39291.84,23748.3913,24511.4,16913,18383.70833,19341.64,9777.583333,1518.065309,3369.589188,1518.065309,913.468544,3463.815493,1352.292853,13,14,13,14,14,13,12,9,12,9,9,12,92000,195261.1984,156230.9794,142246.9867,196883.4465,219430.0434,12207.08501,21591.97664,21197.75967,39806.98832,19561.5,25497.89891,42715.18182,50014.5,30032.90909,28426.72727,33165.13636,40558.90909,967.8116251,8733.524444,1252.694444,602.5140741,602.5140741,967.8116251,2393.760435,2638.143472,1554.252245,935.6795776,2273.974171,1746.183311
23657.16,36775.72,30257.92,29416.44,43288.88,22935.76,24041.04,32447.34783,10134.92,27634.41667,20943.91667,43093.875,2532.100658,4383.939638,2532.100658,684.7441658,3623.457235,1652.778708,13,14,14,16,14,16,12,9,9,9,9,9,78300,184017.7395,304359.4328,185398.3445,270108.7675,265677.3289,20518.36703,24730.60027,35207.1062,43511.75,28823.43476,15663.25,24782.81818,38987.68182,32267.95455,29321.18182,35652.86364,22468.90909,729.6388889,3407.274074,1861.814074,977.6358412,977.6358412,863.8277604,1112.821067,4517.121306,2623.503374,663.8233319,2298.651404,1155.559832
27821.8,31795.16,23874.64,26225.84,40266.2,24625.72,16969.41667,17107.68,18847.5,24671.73913,17446.24,19016.4,1145.88721,1594.250039,1145.88721,865.4618647,2896.057958,1120.551984,13,13,13,16,14,13,12,12,12,9,9,12,102001.7817,78300,221453.5514,178200,105500.8526,248650.3269,27780.39252,43661.5,20953,30785.01251,36014.43907,45022.31383,27524.77273,34246.45455,23715.27273,26495.95455,35166.5,25891.13636,967.8116251,597.6944444,1533.055556,799.7570533,799.7570533,724.9444444,1264.591704,1730.143983,1093.091526,870.1550655,1602.757478,1272.342076
